a_id,group,density,active_responder,active_post_lag,active_pre_lag,active_post_ccf,calendar_responder,calendar_post_lag,calendar_pre_lag,calendar_post_ccf
118503,abusive,0.6109117013639627,True,14.0,-4.0,0.1538624306004597,False,10.0,-5.0,0.06849892896403435
121759,abusive,0.040438079191238416,True,7.0,-12.0,0.21640847696749801,True,11.0,-1.0,0.18399664039891833
123526,abusive,0.834051724137931,True,3.0,-9.0,0.15984234168341152,True,3.0,-1.0,0.18554061854847453
124213,abusive,0.6652298850574713,False,9.0,-5.0,-0.035460888354183207,False,4.0,-5.0,0.01849037288589649
124339,abusive,0.13017306245297217,False,8.0,-14.0,0.04214844839980957,False,14.0,-3.0,-0.0025773223258430374
124744,abusive,0.10704022988505747,True,3.0,-11.0,0.5922117015223705,True,6.0,-14.0,0.599285189327236
125855,abusive,0.43597122302158275,True,3.0,-8.0,0.07795009480721656,True,13.0,-6.0,0.08621113824119349
126531,abusive,0.11167146974063401,True,1.0,-1.0,0.24774879948648768,True,2.0,-3.0,0.25075152481807456
127058,abusive,0.06926406926406926,False,6.0,-12.0,0.2665617678315017,True,1.0,-12.0,0.19607855699813606
127265,abusive,0.6352517985611511,True,4.0,-6.0,0.13684139580689028,True,2.0,-6.0,0.13241152188233177
127317,abusive,0.13409648405560098,False,1.0,-3.0,-0.13861404572826436,True,4.0,-2.0,0.039342402358545595
127352,abusive,0.1470335339638865,False,1.0,-14.0,-0.0120506204788065,False,1.0,-14.0,-0.0017406303436509625
127373,abusive,0.03183673469387755,False,3.0,-5.0,0.49292152569726067,True,1.0,-9.0,0.38437056797917
127693,abusive,0.4377249820014399,False,13.0,-10.0,-0.4952289318082697,True,9.0,-10.0,-0.12467756451752007
128042,abusive,0.10976532929598788,True,2.0,-10.0,0.5731597859592362,True,2.0,-14.0,0.5769106746253202
129172,abusive,0.8351331893448524,False,3.0,-10.0,-0.053798226160336804,False,3.0,-11.0,-0.03228049114053689
130112,abusive,0.06430635838150289,False,11.0,-3.0,-0.1181499679330889,False,6.0,-11.0,0.11009687415163863
130841,abusive,0.06327272727272727,True,4.0,-9.0,0.16445531402096075,True,5.0,-10.0,0.22648619684273974
131401,abusive,0.15367965367965367,True,13.0,-2.0,-0.1357942535145756,True,12.0,-8.0,0.11789363283843304
131550,abusive,0.11367013372956909,False,6.0,-11.0,0.17587099916766824,False,1.0,-1.0,0.24616715555849228
131839,abusive,0.07474600870827286,False,13.0,-11.0,0.10819226576878807,False,1.0,-9.0,0.04122729609680548
132050,abusive,0.24891774891774893,True,3.0,-13.0,0.13063053794474172,True,7.0,-6.0,0.11390286633119097
132055,abusive,0.09084354722422494,False,5.0,-2.0,-0.14619242425297352,True,1.0,-1.0,0.24371541129528781
132524,abusive,0.2638788752703677,False,1.0,-1.0,0.10907929694376362,False,2.0,-1.0,0.12149734632564906
132568,abusive,0.12489795918367347,False,2.0,-8.0,-0.023117095994892933,False,14.0,-14.0,-0.0028008212219968443
132701,abusive,0.07225433526011561,True,12.0,-10.0,0.23477414490009862,True,6.0,-1.0,0.07819816224313067
133957,abusive,0.21170520231213874,True,1.0,-8.0,0.14795364194355376,True,12.0,-4.0,0.1760007141641137
